Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time,Comment
2015-01-28,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-01-28,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-01-28,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-01-28,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-01-28,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-01-28,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-01-28,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-01-28,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-01-28,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-01-28,Flat Dumbbell Fly,Chest,15.0,14,,,,""
2015-01-28,Flat Dumbbell Bench Press,Chest,15.0,9,,,,""
2015-01-28,Flat Dumbbell Fly,Chest,12.0,15,,,,""
2015-01-28,Flat Dumbbell Bench Press,Chest,12.0,15,,,,""
2015-01-28,Flat Dumbbell Fly,Chest,12.0,15,,,,""
2015-01-28,Flat Dumbbell Bench Press,Chest,12.0,15,,,,""
2015-02-01,Running (Treadmill),Cardio,,,2.4,mi,0:37:00,"262 cals, 1:49 pm start"
2015-02-01,Leg Press,Legs,115.0,15,,,,""
2015-02-01,Leg Press,Legs,135.0,10,,,,""
2015-02-01,Leg Press,Legs,135.0,9,,,,""
2015-02-01,Leg Press,Legs,115.0,7,,,,""
2015-02-01,Outer Thigh Machine,Legs,90.0,12,,,,""
2015-02-01,Outer Thigh Machine,Legs,80.0,3,,,,""
2015-02-01,Outer Thigh Machine,Legs,80.0,14,,,,""
2015-02-01,Outer Thigh Machine,Legs,80.0,11,,,,""
2015-02-01,Outer Thigh Machine,Legs,70.0,4,,,,""
2015-02-01,Standing Calf Raise Machine,Legs,95.0,14,,,,""
2015-02-01,Standing Calf Raise Machine,Legs,95.0,11,,,,""
2015-02-01,Standing Calf Raise Machine,Legs,95.0,9,,,,""
2015-02-01,Standing Calf Raise Machine,Legs,75.0,3,,,,""
2015-02-01,Inner Thigh Machine,Legs,80.0,10,,,,""
2015-02-01,Inner Thigh Machine,Legs,90.0,20,,,,""
2015-02-01,Inner Thigh Machine,Legs,100.0,20,,,,""
2015-02-01,Inner Thigh Machine,Legs,110.0,15,,,,""
2015-02-01,Leg Extension Machine,Legs,70.0,15,,,,""
2015-02-01,Leg Extension Machine,Legs,80.0,11,,,,""
2015-02-01,Leg Extension Machine,Legs,70.0,4,,,,""
2015-02-01,Leg Extension Machine,Legs,70.0,15,,,,""
2015-02-01,Lying Leg Curl Machine,Legs,50.0,15,,,,""
2015-02-01,Lying Leg Curl Machine,Legs,50.0,15,,,,""
2015-02-01,Lying Leg Curl Machine,Legs,50.0,15,,,,""
2015-02-02,Elliptical Trainer,Cardio,,,0.4000000059604645,mi,0:10:00,"Work machine.  Resistance start at 40.  Up 2 every min, then back down.  Height 8.  130 cals. 5:10 start"
2015-02-02,Lat Pulldown,Back,55.0,15,,,,""
2015-02-02,Lat Pulldown,Back,55.0,15,,,,""
2015-02-02,Lat Pulldown,Back,55.0,13,,,,""
2015-02-02,Lat Pulldown,Back,40.0,2,,,,""
2015-02-02,Dumbbell Row,Back,25.0,15,,,,""
2015-02-02,Dumbbell Row,Back,30.0,15,,,,""
2015-02-02,Dumbbell Row,Back,30.0,15,,,,""
2015-02-02,Machine Mid Row,Back,40.0,20,,,,""
2015-02-02,Machine Mid Row,Back,55.0,20,,,,""
2015-02-02,Machine Mid Row,Back,70.0,15,,,,""
2015-02-02,Machine Mid Row,Back,70.0,11,,,,""
2015-02-02,Machine Mid Row,Back,55.0,13,,,,""
2015-02-02,Single Arm Cable Pull Down,Back,28.0,20,,,,""
2015-02-02,Single Arm Cable Pull Down,Back,32.0,20,,,,""
2015-02-02,Single Arm Cable Pull Down,Back,40.0,15,,,,""
2015-02-02,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-02-02,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-02-02,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-02-02,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-02-02,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-02-02,Flat Dumbbell Bench Press,Chest,15.0,13,,,,""
2015-02-02,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-02-02,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-02-02,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-02-02,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-02-02,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-02-02,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-02-02,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-02-02,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-02-02,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,20.0,13,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,15.0,6,,,,""
2015-02-02,Seated Dips,Triceps,0.0,12,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,20.0,10,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,15.0,2,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,10.0,8,,,,""
2015-02-02,Seated Dips,Triceps,0.0,10,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,20.0,6,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,15.0,2,,,,""
2015-02-02,Dumbbell Overhead Triceps Extension,Triceps,10.0,7,,,,""
2015-02-02,Seated Dips,Triceps,0.0,13,,,,""
2015-02-03,Running (Treadmill),Cardio,,,3.0,mi,0:40:00,"Mixed 7 elevation at 3-3.2 mph and 1-2 elevation at 5.5-6 mph"
2015-02-06,Running (Treadmill),Cardio,,,3.0,mi,0:40:00,"Start 7:23, Mixed 7 elevation at 3-3.2 mph and 1-2 elevation at 5.5-6 mph.  324 cals"
2015-02-06,Leg Extension Machine,Legs,70.0,20,,,,""
2015-02-06,Leg Extension Machine,Legs,85.0,15,,,,""
2015-02-06,Leg Extension Machine,Legs,85.0,15,,,,""
2015-02-06,Seated Leg Curl Machine,Legs,100.0,20,,,,""
2015-02-06,Seated Leg Curl Machine,Legs,115.0,17,,,,""
2015-02-06,Seated Leg Curl Machine,Legs,115.0,15,,,,""
2015-02-06,Leg Press,Legs,180.0,18,,,,""
2015-02-06,Seated Calf Raise Machine,Legs,140.0,16,,,,""
2015-02-06,Leg Press,Legs,180.0,15,,,,""
2015-02-06,Seated Calf Raise Machine,Legs,140.0,15,,,,""
2015-02-06,Leg Press,Legs,180.0,16,,,,""
2015-02-06,Seated Calf Raise Machine,Legs,140.0,15,,,,""
2015-02-06,Side Lunges,Legs,12.0,15,,,,""
2015-02-06,Side Lunges,Legs,12.0,5,,,,""
2015-02-06,Side Lunges,Legs,12.0,15,,,,""
2015-02-06,Side Lunges,Legs,12.0,5,,,,""
2015-02-06,Side Lunges,Legs,12.0,15,,,,""
2015-02-06,Side Lunges,Legs,12.0,5,,,,""
2015-02-09,Running (Treadmill),Cardio,,,2.0,mi,0:20:00,"Alternate 3.5 speed and 6, 208 cal"
2015-02-09,Stationary Bike,Cardio,,,3.71,mi,0:20:00,"126 cal, level 8-9, about 70 rpm"
2015-02-09,Elliptical Trainer,Cardio,,,1.2,mi,0:20:00,"233 cal level 1"
2015-02-17,Running (Treadmill),Cardio,,,1.4,mi,0:20:00,"10 min walking, 9 jogging at 5.5..  154 cal"
2015-02-17,Stationary Bike,Cardio,,,3.75,mi,0:20:00,"Level 8-9, 70 rpm, hr 183, 124 cal"
2015-02-17,Elliptical Trainer,Cardio,,,1.84,mi,0:20:00,"Level 11, 200 cal"
2015-02-17,Stair Climber,Cardio,,,1.0,mi,0:20:00,"189 cal, 68 spm, level 8"
2015-03-29,Running (Treadmill),Cardio,,,0.5,mi,0:10:00,"5 incline, lower back pain.  Speed 2.5"
2015-03-29,Crunch Machine,Abs,30.0,20,,,,""
2015-03-29,Bosu Ball Crunch W Medicine Ball,Abs,8.8,20,,,,""
2015-03-29,Crunch Machine,Abs,35.0,20,,,,""
2015-03-29,Bosu Ball Crunch W Medicine Ball,Abs,8.8,20,,,,""
2015-03-29,Bosu Ball Crunch W Medicine Ball,Abs,8.8,20,,,,""
2015-03-29,Crunch Machine,Abs,35.0,20,,,,""
2015-03-29,Ab Twist W Medicine Ball On Bosu,Abs,8.8,15,,,,""
2015-03-29,Crunch W Medicine Ball,Abs,8.8,20,,,,"Lying down, press up"
2015-03-29,Crunch W Medicine Ball,Abs,8.8,20,,,,""
2015-03-29,Crunch W Medicine Ball,Abs,8.8,20,,,,""
2015-03-29,Ab Twist W Medicine Ball On Bosu,Abs,8.8,18,,,,""
2015-03-29,Ab Twist W Medicine Ball On Bosu,Abs,8.8,16,,,,""
2015-03-29,Back Extension,Back,10.0,20,,,,""
2015-03-29,Weight Swing Squat,Legs,10.0,20,,,,""
2015-03-29,Weight Swing Squat,Legs,10.0,20,,,,""
2015-03-29,Back Extension,Back,10.0,20,,,,""
2015-03-29,Back Extension,Back,10.0,17,,,,""
2015-03-29,Back Extension,Back,0.0,3,,,,""
2015-03-29,Weight Swing Squat,Legs,10.0,20,,,,""
2015-03-29,Knee Ups,Legs,0.0,15,,,,""
2015-03-29,Knee Ups,Legs,0.0,15,,,,""
2015-03-29,Knee Ups,Legs,0.0,15,,,,""
2015-03-29,Knee Tuck Crunches,Abs,0.0,15,,,,"On bench, hold on to bench for better balance"
2015-03-29,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-03-29,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-03-29,Lying Leg Curl Machine,Legs,40.0,15,,,,""
2015-03-29,Lying Leg Curl Machine,Legs,30.0,15,,,,""
2015-03-29,Lying Leg Curl Machine,Legs,30.0,15,,,,""
2015-03-29,Leg Extension Machine,Legs,40.0,20,,,,""
2015-03-29,Leg Extension Machine,Legs,40.0,15,,,,""
2015-03-29,Inner Thigh Machine,Legs,140.0,15,,,,""
2015-03-29,Inner Thigh Machine,Legs,130.0,15,,,,""
2015-03-29,Outer Thigh Machine,Legs,140.0,15,,,,""
2015-03-29,Outer Thigh Machine,Legs,140.0,15,,,,""
2015-03-30,Running (Treadmill),Cardio,,,0.4,mi,0:10:00,"7:05 start.  4 incline.  Back pain.  40 cals"
2015-03-30,Running (Treadmill),Cardio,,,1.4,mi,0:20:00,"7:16 start, 122 cals"
2015-03-30,Lat Pulldown,Back,55.0,15,,,,""
2015-03-30,Dumbbell Row,Back,25.0,15,,,,""
2015-03-30,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-03-30,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-03-30,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-03-30,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-03-30,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-03-30,Overhead Press,Shoulders,20.0,14,,,,""
2015-03-30,Seated Dips,Triceps,0.0,11,,,,""
2015-03-30,Lat Pulldown,Back,55.0,10,,,,""
2015-03-30,Lat Pulldown,Back,40.0,5,,,,""
2015-03-30,Dumbbell Row,Back,25.0,15,,,,""
2015-03-30,Lat Pulldown,Back,40.0,15,,,,""
2015-03-30,Dumbbell Row,Back,25.0,15,,,,""
2015-03-30,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-03-30,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-03-30,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-03-30,Flat Dumbbell Bench Press,Chest,15.0,7,,,,""
2015-03-30,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-03-30,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-03-30,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-03-30,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-03-30,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-03-30,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-03-30,Overhead Press,Shoulders,15.0,12,,,,""
2015-03-30,Seated Dips,Triceps,0.0,11,,,,""
2015-03-30,Overhead Press,Shoulders,15.0,14,,,,""
2015-03-30,Seated Dips,Triceps,0.0,11,,,,""
2015-04-06,Running (Treadmill),Cardio,,,0.4,mi,0:10:00,"8:41 start.  6 incline.  2.5 speed, 47 cals"
2015-04-06,Running (Treadmill),Cardio,,,1.66,mi,0:20:00,"8:50 start, speed 5, no incline, 171 calories"
2015-04-06,Stationary Bike,Cardio,,,4.65,mi,0:20:00,"9:18 start, reclining bike, level 5, 70 rpm, 92 cals"
2015-04-06,Elliptical Trainer,Cardio,,,0.78,mi,0:10:00,"9:39 start, level 10, 93 cals"
2015-04-08,Running (Treadmill),Cardio,,,0.4,mi,0:10:00,"8:04 am start, elevation 6, speed 2.5.  Back pain 1/5, up to speed 3, incline 7, 50 cals"
2015-04-08,Running (Treadmill),Cardio,,,1.66,mi,0:20:00,"167 cal, speed 5, 0.5 incline"
2015-04-08,Leg Extension Machine,Legs,70.0,15,,,,""
2015-04-08,Seated Leg Curl Machine,Legs,100.0,15,,,,""
2015-04-08,Leg Extension Machine,Legs,70.0,15,,,,""
2015-04-08,Seated Leg Curl Machine,Legs,100.0,15,,,,""
2015-04-08,Leg Extension Machine,Legs,70.0,15,,,,""
2015-04-08,Seated Leg Curl Machine,Legs,100.0,15,,,,""
2015-04-08,Leg Press,Legs,180.0,20,,,,""
2015-04-08,Seated Calf Raise Machine,Legs,120.0,15,,,,""
2015-04-08,Leg Press,Legs,180.0,15,,,,""
2015-04-08,Seated Calf Raise Machine,Legs,120.0,15,,,,""
2015-04-08,Leg Press,Legs,180.0,20,,,,""
2015-04-08,Seated Calf Raise Machine,Legs,140.0,12,,,,""
2015-04-08,Side Lunges,Legs,10.0,15,,,,""
2015-04-08,Side Lunges,Legs,10.0,5,,,,""
2015-04-08,Side Lunges,Legs,10.0,15,,,,""
2015-04-08,Side Lunges,Legs,10.0,5,,,,""
2015-04-08,Side Lunges,Legs,10.0,15,,,,""
2015-04-08,Side Lunges,Legs,10.0,5,,,,""
2015-04-13,Running (Treadmill),Cardio,,,0.5,mi,0:11:00,"Start 7:21 am, 2.7 speed, 6 incline, up to speed 7, incline 3, 55 cal"
2015-04-13,Running (Treadmill),Cardio,,,1.75,mi,0:20:00,"7:33 start, 5 speed, 0 incline, up to 5.3 speed, 1 incline, 178 cals"
2015-04-13,Lat Pulldown,Back,55.0,15,,,,""
2015-04-13,Dumbbell Row,Back,25.0,15,,,,""
2015-04-13,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-04-13,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-04-13,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-04-13,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-04-13,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-04-13,Overhead Press,Shoulders,20.0,15,,,,""
2015-04-13,Seated Dips,Triceps,0.0,12,,,,""
2015-04-13,Lat Pulldown,Back,55.0,13,,,,""
2015-04-13,Lat Pulldown,Back,40.0,2,,,,""
2015-04-13,Dumbbell Row,Back,25.0,15,,,,""
2015-04-13,Lat Pulldown,Back,55.0,11,,,,""
2015-04-13,Lat Pulldown,Back,40.0,8,,,,""
2015-04-13,Dumbbell Row,Back,25.0,15,,,,""
2015-04-13,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-04-13,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-04-13,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-04-13,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-04-13,Dumbbell Curl,Biceps,10.0,11,,,,""
2015-04-13,Seated Dumbbell Press,Shoulders,10.0,11,,,,""
2015-04-13,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-04-13,Dumbbell Curl,Biceps,10.0,12,,,,""
2015-04-13,Seated Dumbbell Press,Shoulders,10.0,12,,,,""
2015-04-13,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-04-13,Seated Dips,Triceps,0.0,3,,,,""
2015-04-13,Overhead Press,Shoulders,20.0,11,,,,""
2015-04-13,Overhead Press,Shoulders,15.0,3,,,,""
2015-04-13,Seated Dips,Triceps,0.0,9,,,,""
2015-04-13,Seated Dips,Triceps,0.0,6,,,,""
2015-04-13,Overhead Press,Shoulders,20.0,8,,,,""
2015-04-13,Overhead Press,Shoulders,15.0,3,,,,""
2015-04-13,Seated Dips,Triceps,0.0,8,,,,""
2015-04-13,Seated Dips,Triceps,0.0,8,,,,""
2015-04-14,Running (Treadmill),Cardio,,,0.51,mi,0:11:00,"Start 7:33 am, speed 3, incline 4. Back pain 1/5, up to 3.2 speed, 6 incline, 54 cals"
2015-04-14,Running (Treadmill),Cardio,,,1.75,mi,0:20:00,"177 cals, end 8 am, incline 1, speed 5.2 or .3"
2015-04-15,Running (Treadmill),Cardio,,,0.5,mi,0:10:00,"7:14 start, speed 3, incline 4, up to 6.5/3.2, 55 cals"
2015-04-15,Running (Treadmill),Cardio,,,1.7899999618530273,mi,0:20:00,"Speed 5.2/ elevation 1, 178 cal, 7'48 end."
2015-04-15,Leg Extension Machine,Legs,70.0,15,,,,""
2015-04-15,Leg Extension Machine,Legs,100.0,13,,,,""
2015-04-15,Leg Extension Machine,Legs,85.0,2,,,,""
2015-04-15,Seated Leg Curl Machine,Legs,100.0,15,,,,""
2015-04-15,Seated Leg Curl Machine,Legs,115.0,15,,,,""
2015-04-15,Leg Press,Legs,180.0,15,,,,""
2015-04-15,Seated Calf Raise Machine,Legs,120.0,15,,,,""
2015-04-15,Knee Ups,Legs,0.0,15,,,,""
2015-04-15,Knee Ups,Legs,2.5,15,,,,""
2015-04-15,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-04-15,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-04-15,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-04-15,Leg Press,Legs,200.0,15,,,,""
2015-04-15,Seated Calf Raise Machine,Legs,140.0,15,,,,""
2015-04-20,Running (Treadmill),Cardio,,,0.5,mi,0:10:00,"7:48 start, 3 mph, 6 incline, up to 3.3/6.5, 57 cals"
2015-04-20,Running (Treadmill),Cardio,,,1.86,mi,0:20:00,"7'59 start, 221 cal.  Speed 5.5, incline 1"
2015-04-20,Knee Ups,Legs,0.0,15,,,,""
2015-04-20,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-04-20,Leg Extension Machine,Legs,70.0,15,,,,""
2015-04-20,Seated Leg Curl Machine,Legs,100.0,15,,,,""
2015-04-20,Leg Press,Legs,180.0,15,,,,""
2015-04-20,Seated Calf Raise Machine,Legs,120.0,15,,,,""
2015-04-20,Side Lunges,Legs,12.0,15,,,,""
2015-04-20,Side Lunges,Legs,12.0,15,,,,""
2015-04-24,Running (Treadmill),Cardio,,,0.5,mi,0:10:00,"7:50 start.  Speed 3, elevation 8, 60 cal"
2015-04-24,Running (Treadmill),Cardio,,,1.9,mi,0:20:00,"Start 8 am, 5.5 speed, 1 elevation, 187 cal"
2015-04-24,Leg Extension Machine,Legs,85.0,15,,,,""
2015-04-24,Seated Leg Curl Machine,Legs,100.0,20,,,,""
2015-04-24,Leg Extension Machine,Legs,85.0,15,,,,""
2015-04-24,Seated Leg Curl Machine,Legs,115.0,15,,,,""
2015-04-24,Leg Extension Machine,Legs,85.0,14,,,,""
2015-04-24,Leg Extension Machine,Legs,70.0,2,,,,""
2015-04-24,Seated Leg Curl Machine,Legs,115.0,15,,,,""
2015-04-24,Leg Press,Legs,200.0,19,,,,""
2015-04-24,Seated Calf Raise Machine,Legs,140.0,15,,,,""
2015-04-24,Leg Press,Legs,200.0,18,,,,""
2015-04-24,Seated Calf Raise Machine,Legs,140.0,15,,,,""
2015-04-24,Leg Press,Legs,200.0,15,,,,""
2015-04-24,Side Lunges,Legs,12.0,15,,,,""
2015-04-24,Side Lunges,Legs,12.0,5,,,,""
2015-04-24,Seated Calf Raise Machine,Legs,140.0,15,,,,""
2015-04-24,Side Lunges,Legs,12.0,15,,,,""
2015-04-24,Side Lunges,Legs,12.0,5,,,,""
2015-04-24,Side Lunges,Legs,12.0,15,,,,""
2015-04-24,Side Lunges,Legs,12.0,5,,,,""
2015-04-29,Elliptical Trainer,Cardio,,,0.5,mi,0:10:00,"Start 7:54, speed 3, incline 6-7, 55 cals"
2015-04-29,Elliptical Trainer,Cardio,,,1.7999999523162842,mi,0:20:00,"Start 8:05, speed 5.5, incline .5, 180 cals"
2015-04-29,Elliptical Trainer,Cardio,,,0.18000000715255737,mi,0:06:00,"Start 8:28, 40, resistance 8, 53 cal"
2015-04-29,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-04-29,Flat Dumbbell Bench Press,Chest,15.0,20,,,,""
2015-04-29,Lat Pulldown,Back,55.0,15,,,,""
2015-04-29,Dumbbell Row,Back,25.0,15,,,,""
2015-04-29,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-04-29,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-04-29,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-04-29,Overhead Press,Shoulders,20.0,15,,,,""
2015-04-29,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-04-29,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-04-29,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-04-29,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-04-29,Lat Pulldown,Back,55.0,15,,,,""
2015-04-29,Dumbbell Row,Back,25.0,15,,,,""
2015-04-29,Lat Pulldown,Back,55.0,9,,,,""
2015-04-29,Lat Pulldown,Back,40.0,11,,,,""
2015-04-29,Dumbbell Row,Back,25.0,15,,,,""
2015-04-29,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-04-29,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-04-29,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-04-29,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-04-29,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-04-29,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-04-29,Cable Tricep Press,Triceps,20.0,8,,,,""
2015-04-29,Cable Tricep Press,Triceps,16.0,5,,,,""
2015-04-29,Overhead Press,Shoulders,20.0,9,,,,""
2015-04-29,Overhead Press,Shoulders,15.0,8,,,,""
2015-04-29,Cable Tricep Press,Triceps,20.0,5,,,,""
2015-04-29,Cable Tricep Press,Triceps,16.0,5,,,,""
2015-04-29,Cable Tricep Press,Triceps,14.0,5,,,,""
2015-05-01,Running (Treadmill),Cardio,,,0.5,mi,0:10:00,"8 am start, 3 speed, 7 incline, up to 7.5 incline.  55 cal"
2015-05-01,Running (Treadmill),Cardio,,,2.38,mi,0:32:00,"8:17 start, 242 calories"
2015-05-01,Leg Raises,Abs,0.0,15,,,,""
2015-05-01,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-05-01,Crunch,Abs,0.0,15,,,,""
2015-05-01,Toe Touch Crunches,Abs,0.0,15,,,,""
2015-05-01,Leg Raises,Abs,0.0,15,,,,""
2015-05-01,Knee Tuck Crunches,Abs,0.0,15,,,,""
2015-05-01,Crunch,Abs,0.0,15,,,,""
2015-05-01,Toe Touch Crunches,Abs,0.0,15,,,,""
2015-06-03,Elliptical Trainer,Cardio,,,0.67,mi,0:06:00,"7:28 start, 60 cals,"
2015-06-03,Lat Pulldown,Back,40.0,25,,,,""
2015-06-03,Dumbbell Row,Back,25.0,15,,,,""
2015-06-03,Dumbbell Row,Back,25.0,15,,,,""
2015-06-03,Dumbbell Row,Back,25.0,15,,,,""
2015-06-03,Lat Pulldown,Back,50.0,20,,,,""
2015-06-03,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-06-03,Flat Dumbbell Fly,Chest,15.0,15,,,,""
2015-06-03,Flat Dumbbell Fly,Chest,15.0,14,,,,""
2015-06-03,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-06-03,Flat Dumbbell Bench Press,Chest,15.0,15,,,,""
2015-06-03,Flat Dumbbell Bench Press,Chest,15.0,8,,,,""
2015-06-03,Lat Pulldown,Back,50.0,15,,,,""
2015-06-03,Flat Dumbbell Bench Press,Chest,10.0,7,,,,""
2015-06-03,Dumbbell Curl,Biceps,10.0,15,,,,""
2015-06-03,Dumbbell Curl,Biceps,0.0,15,,,,""
2015-06-03,Dumbbell Curl,Biceps,0.0,15,,,,""
2015-06-03,Seated Dumbbell Press,Shoulders,10.0,15,,,,""
2015-06-03,Seated Dumbbell Press,Shoulders,0.0,15,,,,""
2015-06-03,Seated Dumbbell Press,Shoulders,0.0,15,,,,""
2015-06-03,Seated Dumbbell Lateral Raise,Shoulders,5.0,15,,,,""
2015-06-03,Seated Dumbbell Lateral Raise,Shoulders,0.0,15,,,,""
2015-06-03,Seated Dumbbell Lateral Raise,Shoulders,0.0,15,,,,""
2015-06-03,Parallel Bar Triceps Dip,Triceps,55.0,14,,,,""
2015-06-03,Parallel Bar Triceps Dip,Triceps,55.0,11,,,,""
2015-06-03,Overhead Press,Shoulders,15.0,13,,,,""
2015-06-03,Overhead Press,Shoulders,15.0,15,,,,""
2015-06-03,Parallel Bar Triceps Dip,Triceps,60.0,10,,,,""
2015-06-03,Overhead Press,Shoulders,15.0,15,,,,""
2015-06-05,Running (Treadmill),Cardio,,,0.5,mi,0:10:00,"Start 6:30 pm, speed 3, incline 7.5"
2015-06-05,Body Squat,Legs,0.0,15,,,,""
2015-06-05,Body Squat,Legs,0.0,15,,,,""
2015-06-05,Body Squat,Legs,0.0,15,,,,""
2015-06-05,Knee Ups,Legs,5.0,15,,,,""
2015-06-05,Knee Ups,Legs,10.0,15,,,,""
2015-06-05,Knee Ups,Legs,10.0,15,,,,""
2015-06-05,Back Extension,Back,10.0,15,,,,""
2015-06-05,Back Extension,Back,10.0,13,,,,""
2015-06-05,Back Extension,Back,0.0,2,,,,""
2015-06-05,Back Extension,Back,10.0,13,,,,""
2015-06-05,Back Extension,Back,0.0,2,,,,""
2015-06-05,Inner Thigh Machine,Legs,120.0,20,,,,""
2015-06-05,Outer Thigh Machine,Legs,140.0,15,,,,""
2015-06-05,Inner Thigh Machine,Legs,140.0,15,,,,""
2015-06-05,Outer Thigh Machine,Legs,130.0,15,,,,""
2015-06-05,Inner Thigh Machine,Legs,140.0,15,,,,""
2015-06-05,Leg Press,Legs,150.0,12,,,,""
2015-06-05,Leg Press,Legs,130.0,9,,,,""
2015-06-05,Leg Press,Legs,110.0,5,,,,""
2015-06-05,Leg Press,Legs,130.0,12,,,,""
2015-06-05,Leg Press,Legs,110.0,2,,,,""
2015-06-05,Leg Press,Legs,90.0,2,,,,""
2015-06-05,Standing Calf Raise,Legs,0.0,15,,,,""
2015-06-05,Standing Calf Raise,Legs,0.0,15,,,,""
2015-06-05,Standing Calf Raise,Legs,0.0,15,,,,""
2015-06-05,Leg Press,Legs,130.0,9,,,,""
2015-06-05,Leg Press,Legs,110.0,2,,,,""
2015-06-05,Leg Press,Legs,90.0,1,,,,""
2015-06-05,Outer Thigh Machine,Legs,130.0,15,,,,""
2015-06-05,Deadlift,Back,15.0,15,,,,"15 lb dumbells"
2015-06-05,Deadlift,Back,15.0,15,,,,""
